row	rank	article	word	plural	english	cefrLevel	flags
18984	18495	das	Einmaleins	—	times tables/multiplication tables; (figurative) basics	UNSET	
18985	18496	die	Einreichungsfrist	Einreichungsfristen	deadline	UNSET	
18986	18497	die	Einseitigkeit	Einseitigkeiten	one-sidedness	UNSET	
18987	18498	die	Einwechslung	Einwechslungen	substitution	UNSET	
18988	18499	das	Einzelschicksal	Einzelschicksale	individual fate	UNSET	
18989	18500	der	Eischnee	—	beaten egg white/egg white foam	UNSET	
18990	18501	die	Eiscreme	Eiscremes	ice cream	UNSET	
18991	18502	das	Eisenbahnnetz	Eisenbahnnetze	railway network/railroad network	UNSET	
18992	18503	das	Eisfach	Eisfächer	freezer compartment/ice box	UNSET	
18993	18504	der	Eiskristall	Eiskristalle	ice crystal	UNSET	
18994	18505	der	Eisschild	Eisschilde	ice sheet	UNSET	
18995	18506	die	Eisscholle	Eisschollen	ice floe	UNSET	
18996	18507	der	Ekel	—	disgust/revulsion	UNSET	
18997	18508	die	Ekstase	Ekstasen	ecstasy	UNSET	
18998	18509	das	Elastomer	Elastomere	elastomer	UNSET	
18999	18510	das	Elektrizitätswerk	Elektrizitätswerke	power station	UNSET	
19000	18511	der	Elfjährige	Elfjährigen	eleven-year-old	UNSET	adjectivalNoun
19001	18512	das	Elixier	Elixiere	elixir	UNSET	
19002	18513	die	Embolie	Embolien	embolism	UNSET	
19003	18514	die	Empirie	—	empirical evidence/empirical enquiry	UNSET	
19004	18515	die	Endhaltestelle	Endhaltestellen	final stop/terminus	UNSET	
19005	18516	das	Endlager	Endlager	repository/final storage site	UNSET	
19006	18517	die	Endziffer	Endziffern	final digit	UNSET	
19007	18518	der	Energiesparmodus	Energiesparmodi	energy-saving mode	UNSET	
19008	18519	die	Energiezufuhr	Energiezufuhren	energy supply/power supply	UNSET	
19009	3703	der	Englischlehrer	Englischlehrer	English teacher	A2	
19010	18521	das	Ensemblemitglied	Ensemblemitglieder	ensemble member	UNSET	
19011	18522	die	Entgrenzung	Entgrenzungen	removal of boundaries	UNSET	
19012	18523	die	Entschuldung	Entschuldungen	debt cancellation	UNSET	
19013	18524	der	Entwässerungsgraben	Entwässerungsgräben	drainage ditch/drainage trench	UNSET	
19014	18525	die	Entwicklungsstufe	Entwicklungsstufen	development stage	UNSET	
19015	18526	das	Erbmaterial	Erbmaterialien	genetic material	UNSET	
19016	18527	der	Eremit	Eremiten	hermit/hermit beetle	UNSET	
19017	18528	der	Erfahrene	Erfahrenen	experienced person	UNSET	adjectivalNoun
19018	18529	der	Erker	Erker	bay/oriel	UNSET	
19019	18530	das	Erlangen	—	attainment/obtaining	UNSET	
19020	18531	die	Ermüdung	Ermüdungen	fatigue	UNSET	
19021	7696	die	Ermunterung	Ermunterungen	encouragement	B2	
19022	18533	die	Ernährungssicherheit	—	food security	UNSET	
19023	18534	der	Erntehelfer	Erntehelfer	harvest hand/harvester	UNSET	
19024	18535	das	Eröffnungskonzert	Eröffnungskonzerte	opening concert	UNSET	
19025	18536	der	Erstwähler	Erstwähler	first-time voter	UNSET	
19026	18537	der	Erzgebirger	Erzgebirger	person from the Ore Mountains	UNSET	
19027	18538	das	Erziehungsgeld	Erziehungsgelder	parental allowance	UNSET	
19028	18539	der	Erzrivale	Erzrivalen	archrival	UNSET	
19029	18540	die	Eskapade	Eskapaden	escapade	UNSET	
19030	18541	die	Esskultur	Esskulturen	food culture/eating culture	UNSET	
19031	18542	das	Etagenbett	Etagenbetten	bunk bed	UNSET	
19032	18543	die	Exazerbation	Exazerbationen	exacerbation	UNSET	
19033	18544	der	Exponent	Exponenten	exponent	UNSET	
19034	18545	der	Eyeliner	Eyeliner	eyeliner	UNSET	
19035	18546	die	Fabrikhalle	Fabrikhallen	factory hall	UNSET	
19036	18547	der	Fächerkanon	Fächerkanons	range/canon of subjects	UNSET	
19037	18548	der	Fachterminus	Fachtermini	technical term/specialist term	UNSET	
19038	18549	das	Fachwerkgebäude	Fachwerkgebäude	half-timbered building	UNSET	
19039	18550	die	Fahrdynamik	Fahrdynamiken	driving dynamics	UNSET	
19040	18551	die	Fahrerkabine	Fahrerkabinen	driver's cab	UNSET	
19041	18552	die	Fahrgastzahl	Fahrgastzahlen	passenger count	UNSET	
19042	18553	die	Fahrplanänderung	Fahrplanänderungen	alteration in the timetable/change in the timetable	UNSET	
19043	18554	das	Fahrradschloss	Fahrradschlösser	bike lock	UNSET	
19044	18555	die	Fahrtstrecke	Fahrtstrecken	route/distance traveled	UNSET	
19045	18556	das	Familieneinkommen	Familieneinkommen	family income	UNSET	
19046	18557	die	Familienforschung	Familienforschungen	genealogy/family history research	UNSET	
19047	18558	der	Familienzuwachs	Familienzuwächse	new addition to the family	UNSET	
19048	8858	der	Fanclub	Fanclubs	fan club	C1	
19049	18560	die	Farbtemperatur	Farbtemperaturen	colour temperature	UNSET	
19050	18561	der	Faschist	Faschisten	fascist	UNSET	
19051	18562	die	Fehlernährung	—	bad eating habits/malnutrition	UNSET	
19052	18563	die	Fehlerrate	Fehlerraten	error rate	UNSET	
19053	18564	die	Fehlinvestition	Fehlinvestitionen	bad investment	UNSET	
19054	18565	die	Feigheit	—	cowardice	UNSET	
19055	18566	das	Feldbett	Feldbetten	camp bed/cot	UNSET	
19056	18567	der	Feldstein	Feldsteine	fieldstone/erratic	UNSET	
19057	18568	der	Ferienflieger	Ferienflieger	holiday charter airline (or its aircraft)	UNSET	
19058	4228	der	Fernost	—	Far East	B2	
19059	18570	die	Fernsehanstalt	Fernsehanstalten	television station/broadcaster	UNSET	
19060	18571	das	Fernsehbild	Fernsehbilder	television picture/image	UNSET	
19061	18572	der	Fernsehstar	Fernsehstars	television star/TV star	UNSET	
19062	18573	das	Fertigteil	Fertigteile	prefabricated component/finished part	UNSET	
19063	18574	die	Fessel	Fesseln	shackle/fetter/bond; (horse) pastern	UNSET	
19064	18575	die	Festivität	Festivitäten	festivity	UNSET	
19065	18576	der	Feststoff	Feststoffe	solid	UNSET	
19066	18577	die	Feuchte	—	humidity	UNSET	
19067	18578	der	Feuerwehreinsatz	Feuerwehreinsätze	fire brigade operation	UNSET	
19068	18579	das	Fiasko	Fiaskos	fiasco/flop	UNSET	
19069	18580	die	Fibromyalgie	Fibromyalgien	fibromyalgia	UNSET	
19070	18581	der	Filmausschnitt	Filmausschnitte	film clip	UNSET	
19071	18582	das	Filmstudio	Filmstudios	film studio/movie studio	UNSET	
19072	18583	die	Finalistin	Finalistinnen	finalist (female)	UNSET	
19073	18584	der	Finanzbereich	Finanzbereiche	financial sector/financial area	UNSET	
19074	18585	der	Finanzplatz	Finanzplätze	financial centre	UNSET	
19075	18586	der	Finanzvorstand	Finanzvorstände	CFO/chief financial officer	UNSET	
19076	18587	die	Fingerkuppe	Fingerkuppen	fingertip	UNSET	
19077	18588	der	Fingerzeig	Fingerzeige	cue/hint/pointer	UNSET	
19078	18589	das	Finish	Finishs	finish/finishing touch	UNSET	
19079	18590	der	Fink	Finken	finch	UNSET	
19080	18591	das	Firmenfahrzeug	Firmenfahrzeuge	company vehicle	UNSET	
19081	18592	das	Firmengebäude	Firmengebäude	company building	UNSET	
19082	18593	das	Fischerboot	Fischerboote	fishing boat	UNSET	
19083	18594	der	Fischereihafen	Fischereihäfen	fishing harbor	UNSET	
19084	18595	der	Fischteich	Fischteiche	fishpond	UNSET	
19085	18596	der	Flächenbrand	Flächenbrände	wildfire/conflagration	UNSET	
19086	18597	der	Flächeninhalt	Flächeninhalte	area	UNSET	
19087	4666	der	Flakon	Flakons	small bottle (of perfume)/vial	C1	
19088	18599	die	Fleischsorte	Fleischsorten	type of meat	UNSET	
19089	18600	die	Fleischware	Fleischwaren	meat product	UNSET	
19090	18601	der	Florist	Floristen	florist	UNSET	
19091	18602	der	Flüchtige	Flüchtigen	fugitive	UNSET	adjectivalNoun
19092	18603	die	Flüchtlingsbewegung	Flüchtlingsbewegungen	refugee movement	UNSET	
19093	18604	die	Flüchtlingsinitiative	Flüchtlingsinitiativen	refugee initiative	UNSET	
19094	18605	der	Fluchtversuch	Fluchtversuche	escape attempt	UNSET	
19095	18606	die	Flügeltür	Flügeltüren	double door/French doors	UNSET	
19096	18607	die	Flugschule	Flugschulen	flight school	UNSET	
19097	18608	die	Flugstunde	Flugstunden	flight hour	UNSET	
19098	18609	das	Flugtaxi	Flugtaxis	air taxi	UNSET	
19099	18610	der	Flugversuch	Flugversuche	flight test/trial flight	UNSET	
19100	18611	der	Flugzeughersteller	Flugzeughersteller	aircraft manufacturer	UNSET	
19101	18612	das	Flussdiagramm	Flussdiagramme	flowchart	UNSET	
19102	18613	die	Flüssigkeitsaufnahme	Flüssigkeitsaufnahmen	fluid intake	UNSET	
19103	18614	der	Forderungskatalog	Forderungskataloge	catalogue/list of demands	UNSET	
19104	18615	die	Fotodokumentation	Fotodokumentationen	photo documentation	UNSET	
19105	18616	die	Fotosammlung	Fotosammlungen	photo collection/photography collection	UNSET	
19106	18617	das	Frachtschiff	Frachtschiffe	cargo ship/freighter	UNSET	
19107	18618	der	Fragesteller	Fragesteller	questioner/person asking the question	UNSET	
19108	18619	das	Franziskanerkloster	Franziskanerklöster	Franciscan monastery	UNSET	
19109	18620	der	Frauenchor	Frauenchöre	women's choir	UNSET	
19110	8859	die	Freisprechanlage	Freisprechanlagen	hands-free system/speakerphone	C1	
19111	18622	der	Freitod	Freitode	suicide	UNSET	
19112	18623	die	Friedenszeit	Friedenszeiten	peacetime	UNSET	
19113	18624	die	Frikadelle	Frikadellen	meatball/patty	UNSET	
19114	18625	der	Frisör	Frisöre	hairdresser	UNSET	
19115	18627	der	Fruchtaufstrich	Fruchtaufstriche	fruit spread	UNSET	
19116	18628	der	Früh	—	morning (Austrian)	UNSET	
19117	18629	der	Frühbucher	Frühbucher	early bird/early booker	UNSET	
19118	18630	das	FSJ	FSJ	voluntary social year (FSJ)	UNSET	
19119	18631	die	Führungsqualität	Führungsqualitäten	leadership/leadership skills	UNSET	
19120	18632	die	Führungsriege	Führungsriegen	leadership circles	UNSET	
19121	18633	der	Füllstoff	Füllstoffe	filler	UNSET	
19122	18634	der	Fundamentalismus	Fundamentalismen	fundamentalism	UNSET	
19123	18635	der	Fünfer	Fünfer	fiver/pentad/quintet	UNSET	
19124	18636	die	Funkstille	Funkstillen	radio silence	UNSET	
19125	18637	die	Furche	Furchen	furrow	UNSET	
19126	18638	das	Ganglion	Ganglien	ganglion/ganglion cyst	UNSET	
19127	18639	die	Garnisonkirche	Garnisonkirchen	garrison church	UNSET	
19128	18640	das	Gartencenter	Gartencenter	garden centre	UNSET	
19129	18641	die	Gartenkultur	Gartenkulturen	garden culture	UNSET	
19130	18642	der	Gartentisch	Gartentische	garden table	UNSET	
19131	18643	der	Gartenzaun	Gartenzäune	garden fence	UNSET	
19132	3706	die	Gärtnerin	Gärtnerinnen	gardener	A2	
19133	18645	der	Gasaustausch	Gasaustausche	gas exchange	UNSET	
19134	18646	der	Gastbetrieb	Gastbetriebe	hospitality business/host establishment	UNSET	
19135	18647	die	Gastfreundlichkeit	Gastfreundlichkeiten	hospitality	UNSET	
19136	18648	der	Gastredner	Gastredner	guest speaker	UNSET	
19137	18649	die	Gebirgskette	Gebirgsketten	chain of mountains	UNSET	
19138	18650	die	Gebrauchsanleitung	Gebrauchsanleitungen	instructions for use/user manual	UNSET	
19139	18651	das	Geburtsland	Geburtsländer	birth country	UNSET	
19140	18652	der	Gefrierbeutel	Gefrierbeutel	freezer bag	UNSET	
19141	18653	das	Gefriergerät	Gefriergeräte	freezer	UNSET	
19142	18654	die	Gegendarstellung	Gegendarstellungen	counterstatement/rebuttal	UNSET	
19143	18655	die	Gegenwartsliteratur	Gegenwartsliteraturen	contemporary literature	UNSET	
19144	18656	der	Gehbehinderte	Gehbehinderten	person with a walking disability	UNSET	adjectivalNoun
19145	18657	die	Geheimpolizei	Geheimpolizeien	secret police	UNSET	
19146	18658	die	Geheimsprache	Geheimsprachen	secret language	UNSET	
19147	18659	die	Geisterbahn	Geisterbahnen	ghost train	UNSET	
19148	18660	die	Geldkarte	Geldkarten	cash card/stored-value card	UNSET	
19149	8860	der	Geldmangel	Geldmängel	lack of money/shortage of money	C1	
19150	18662	das	Geldverdienen	—	earning money	UNSET	
19151	18663	das	Gemach	Gemächer	chamber (archaic/literary)	UNSET	
19152	18664	der	Gemahl	Gemahle	husband (formal/elevated)	UNSET	
19153	18665	die	Gemeindebibliothek	Gemeindebibliotheken	municipal/community library	UNSET	
19154	18666	der	Gemeindepfarrer	Gemeindepfarrer	parish priest	UNSET	
19155	18667	die	Gemeine	Gemeinen	the common/lowly	UNSET	
19156	18668	der	Generalintendant	Generalintendanten	general artistic director	UNSET	
19157	18669	der	Genius	Genien	genius	UNSET	
19158	18670	der	Genozid	Genozide	genocide	UNSET	
19159	8861	der	Geringqualifizierte	Geringqualifizierten	low-skilled person/worker	C1	adjectivalNoun
19160	18672	der	Gerstensaft	Gerstensäfte	beer	UNSET	
19161	7697	der	Geruchssinn	Geruchssinne	sense of smell	B2	
19162	18674	die	Gesamtmenge	Gesamtmengen	total quantity	UNSET	
19163	18675	der	Geschenkartikel	Geschenkartikel	gift item	UNSET	
19164	18676	der	Geschichtenerzähler	Geschichtenerzähler	storyteller	UNSET	
19165	18677	die	Geschichtsdidaktik	Geschichtsdidaktiken	didactics of history	UNSET	
19166	18678	die	Geschichtsforschung	Geschichtsforschungen	historical research	UNSET	
19167	18679	das	Geschirrtuch	Geschirrtücher	tea towel	UNSET	
19168	18680	die	Geschlechtskrankheit	Geschlechtskrankheiten	STD/STI/sexually transmitted disease	UNSET	
19169	18681	die	Geschlechtsreife	—	sexual maturity	UNSET	
19170	18682	die	Geschwindigkeitsbeschränkung	Geschwindigkeitsbeschränkungen	speed limit	UNSET	
19171	18683	die	Geschwulst	Geschwülste	growth/tumo(u)r	UNSET	
19172	18684	das	Gesellschaftssystem	Gesellschaftssysteme	social system/societal system	UNSET	
19173	3708	die	Gesprächspartnerin	Gesprächspartnerinnen	conversation partner (female)	A2	
19174	18686	die	Gesteinsart	Gesteinsarten	rock type	UNSET	
19175	18687	die	Gesundung	—	recovery	UNSET	
19176	18688	die	Gewerbeschule	Gewerbeschulen	vocational/trade school	UNSET	
19177	18689	das	Gewinde	Gewinde	thread	UNSET	
19178	18690	die	Gewinnzahl	Gewinnzahlen	winning number	UNSET	
19179	18691	das	Glanzstück	Glanzstücke	showpiece/highlight	UNSET	
19180	18692	die	Glasplatte	Glasplatten	glass plate	UNSET	
19181	18693	die	Glätte	—	slipperiness (of roads)/smoothness	UNSET	
19182	18694	die	Glatze	Glatzen	bald head/bald patch	UNSET	
19183	18695	der	Glaubenssatz	Glaubenssätze	belief/tenet	UNSET	
19184	18696	das	Gliom	Gliome	glioma	UNSET	
19185	18697	der	Golfstrom	—	Gulf Stream	UNSET	
19186	18698	die	Grabbeigabe	Grabbeigaben	burial object	UNSET	
19187	18699	die	Grabstelle	Grabstellen	gravesite	UNSET	
19188	18700	der	Graphit	Graphite	graphite	UNSET	
19189	18701	der	Graus	—	horror	UNSET	
19190	18702	die	Grenzerfahrung	Grenzerfahrungen	borderline experience/liminal experience	UNSET	
19191	18703	die	Grenzfläche	Grenzflächen	interface/boundary surface	UNSET	
19192	18704	die	Grenzpolizei	—	border police	UNSET	
19193	18705	die	Gretchenfrage	Gretchenfragen	crucial question/litmus test	UNSET	
19194	18706	der	Grieß	Grieße	semolina	UNSET	
19195	18707	die	Großdemonstration	Großdemonstrationen	large-scale demonstration	UNSET	
19196	18708	die	Größenangabe	Größenangaben	size indication/specification	UNSET	
19197	18709	die	Größenklasse	Größenklassen	size class	UNSET	
19198	18710	der	Großinvestor	Großinvestoren	major investor	UNSET	
19199	18711	die	Grünbrücke	Grünbrücken	ecoduct/green bridge/wildlife crossing	UNSET	
19200	18712	der	Grundbegriff	Grundbegriffe	basic concept	UNSET	
19201	18713	der	Grundbucheintrag	Grundbucheinträge	land register entry	UNSET	
19202	18714	die	Gründlichkeit	—	thoroughness	UNSET	
19203	18715	der	Gründonnerstag	Gründonnerstage	Maundy Thursday	UNSET	
19204	18716	der	Grundschulbereich	—	primary-school sector/primary level	UNSET	
19205	18717	der	Grünspecht	Grünspechte	green woodpecker	UNSET	
19206	18718	die	Gruppenausstellung	Gruppenausstellungen	group exhibition	UNSET	
19207	18719	die	Guerilla	Guerillas	guerilla/guerrilla	UNSET	
19208	18720	das	Gummiband	Gummibänder	elastic band	UNSET	
19209	18721	der	Haaransatz	Haaransätze	hairline	UNSET	
19210	18722	das	Hafenbecken	Hafenbecken	harbour basin	UNSET	
19211	18723	die	Hafenrundfahrt	Hafenrundfahrten	harbour cruise/harbour boat tour	UNSET	
19212	18724	das	Halbwissen	—	half-knowledge/superficial knowledge	UNSET	
19213	18725	das	Hallendach	Hallendächer	hall roof	UNSET	
19214	18726	der	Hallenser	Hallenser	person from Halle	UNSET	
19215	4669	das	Haltbarkeitsdatum	Haltbarkeitsdaten	best-before/expiration date	C1	
19216	18728	die	Halterin	Halterinnen	owner/keeper (female)	UNSET	
19217	18729	die	Hämophilie	Hämophilien	haemophilia/hemophilia	UNSET	
19218	18730	der	Händedruck	Händedrücke	handshake	UNSET	
19219	18731	die	Handelsbilanz	Handelsbilanzen	balance of trade/commercial balance sheet	UNSET	
19220	18732	das	Händeschütteln	—	shaking hands	UNSET	
19221	18733	der	Handlungsdruck	—	pressure to act	UNSET	
19222	18734	die	Handlungsfreiheit	Handlungsfreiheiten	freedom of action	UNSET	
19223	18735	der	Handlungsraum	Handlungsräume	room for maneuver/scope for action	UNSET	
19224	18736	der	Handstaubsauger	Handstaubsauger	hand-held vacuum cleaner	UNSET	
19225	18737	der	Handwerksmeister	Handwerksmeister	master craftsman	UNSET	
19226	18738	die	Hängepartie	Hängepartien	unresolved situation	UNSET	
19227	18739	der	Happen	Happen	bite	UNSET	
19228	18740	die	Harninkontinenz	Harninkontinenzen	urinary incontinence	UNSET	
19229	18741	das	Hartholz	Harthölzer	hardwood	UNSET	
19230	18742	der	Hattrick	Hattricks	hat trick	UNSET	
19231	18743	die	Hauptfunktion	Hauptfunktionen	main function	UNSET	
19232	18744	die	Hauptkirche	Hauptkirchen	main church	UNSET	
19233	3709	die	Hauptperson	Hauptpersonen	main character/main person	A2	
19234	18746	die	Hauptplatine	Hauptplatinen	mainboard/motherboard/system board	UNSET	
19235	8862	die	Haushälterin	Haushälterinnen	housekeeper	C1	
19236	18748	das	Haushaltsdefizit	Haushaltsdefizite	budget deficit/fiscal deficit	UNSET	
19237	18749	der	Hausverwalter	Hausverwalter	property manager (m.)	UNSET	
19238	18750	der	Hautflügler	Hautflügler	hymenopteran	UNSET	
19239	18751	der	Hautkontakt	Hautkontakte	skin contact	UNSET	
19240	18752	das	Hautkrebsrisiko	Hautkrebsrisiken	skin cancer risk	UNSET	
19241	18753	die	Heilanstalt	Heilanstalten	sanatorium/medical institution	UNSET	
19242	18754	die	Heilkraft	Heilkräfte	healing power	UNSET	
19243	18755	das	Heilverfahren	Heilverfahren	treatment/therapy	UNSET	
19244	18756	der	Heißhunger	—	ravenous hunger/craving	UNSET	
19245	18757	das	Heizwerk	Heizwerke	heating plant/thermal power station	UNSET	
19246	18758	die	Hemisphäre	Hemisphären	hemisphere	UNSET	
19247	18759	die	Hereingabe	Hereingaben	cross (football)	UNSET	
19248	18760	die	Hermeneutik	—	hermeneutics	UNSET	
19249	18761	die	Herstellkosten	Herstellkosten	production costs/manufacturing costs	UNSET	
19250	18762	der	Herzmuskel	Herzmuskeln	cardiac muscle/heart muscle	UNSET	
19251	18763	der	Herztod	Herztode	cardiac death	UNSET	
19252	18764	die	Heuchelei	Heucheleien	hypocrisy	UNSET	
19253	18765	das	Hilfsprogramm	Hilfsprogramme	aid program/assistance program	UNSET	
19254	18766	die	Himmelsleiter	Himmelsleitern	Jacob's ladder	UNSET	
19255	18767	der	Hintergedanke	Hintergedanken	hidden agenda/ulterior motive	UNSET	
19256	18768	das	Hintergrundgeräusch	Hintergrundgeräusche	background noise	UNSET	
19257	18769	die	Hirnhaut	Hirnhäute	meninges/membrane covering the brain	UNSET	
19258	18770	die	Hirse	Hirsen	millet	UNSET	
19259	18771	die	Hitliste	Hitlisten	hit list/ranking chart	UNSET	
19260	18772	das	Hochfest	Hochfeste	solemnity	UNSET	
19261	18773	der	Hochgenuss	Hochgenüsse	great pleasure/treat	UNSET	
19262	18774	das	Hochschulsystem	Hochschulsysteme	university system/higher education system	UNSET	
19263	18775	der	Hochsitz	Hochsitze	raised hide	UNSET	
19264	18776	das	Höchstalter	Höchstalter	maximum age	UNSET	
19265	18777	die	Höchstarbeitszeit	Höchstarbeitszeiten	maximum working hours	UNSET	
19266	18778	die	Höchsttemperatur	Höchsttemperaturen	highest temperature	UNSET	
19267	18779	die	Hochwassergefahr	Hochwassergefahren	flood danger	UNSET	
19268	18780	das	Hochzeitsfoto	Hochzeitsfotos	wedding photo	UNSET	
19269	18781	die	Höhenangst	—	fear of heights	UNSET	
19270	8864	die	Holzbrücke	Holzbrücken	wooden bridge	C1	
19271	18783	der	Holzlöffel	Holzlöffel	wooden spoon	UNSET	
19272	18784	der	Holzvorrat	Holzvorräte	wood stock/timber reserves	UNSET	
19273	18785	die	Homogenität	Homogenitäten	homogeneity	UNSET	
19274	18786	der	Hörgenuss	Hörgenüsse	listening pleasure	UNSET	
19275	18787	das	Horrorszenario	Horrorszenarien	horror scenario	UNSET	
19276	18788	die	Hostie	Hostien	host/sacramental bread	UNSET	
19277	18789	das	Hotelrestaurant	Hotelrestaurants	hotel restaurant	UNSET	
19278	18790	die	Hügelkette	Hügelketten	range of hills/chain of hills	UNSET	
19279	18791	das	Hühnchen	Hühnchen	chicken	UNSET	
19280	18792	die	Hülse	Hülsen	casing/pod	UNSET	
19281	18793	der	Hummus	—	hummus	UNSET	
19282	18794	die	Hundeschule	Hundeschulen	dog school	UNSET	
19283	18795	der	Hungerlohn	Hungerlöhne	pittance	UNSET	
