row	rank	article	word	plural	english	cefrLevel	flags
1202	3120	die	Sparkasse	Sparkassen	savings bank	UNSET	
1203	1204	der	Akku	Akkus	rechargeable battery	A1	
1204	1205	die	Autorin	Autorinnen	female author	A2	
1205	3129	die	Klage	Klagen	complaint/lawsuit	UNSET	
1206	3136	die	Not	Nöte	need/distress/emergency	UNSET	
1207	1208	der	Ball	Bälle	ball	A1	
1208	1209	der	Empfang	Empfänge	reception	B1	
1209	3155	die	Gegenwart	—	present/presence	UNSET	
1210	3156	das	Klinikum	Klinika	university hospital/medical centre	UNSET	
1211	1212	der	Referent	Referenten	speaker	C1	
1212	1213	die	Spannung	Spannungen	tension/voltage/suspense	C1	
1213	3165	die	Ausschreibung	Ausschreibungen	call for tenders/job posting	UNSET	
1214	1215	die	Erziehung	—	upbringing/education	B1	
1215	1216	die	Haltestelle	Haltestellen	stop	A1	
1216	1217	der	Roboter	Roboter	robot	A2	
1217	1218	das	Exemplar	Exemplare	copy/specimen	B1	
1218	3171	das	Gutachten	Gutachten	expert opinion/report	UNSET	
1219	1220	der	Meister	Meister	master/champion	B1	
1220	1221	die	Recherche	Recherchen	research/investigation	B1	
1221	1222	die	Entfernung	Entfernungen	distance/removal	B1	
1222	1223	die	Last	Lasten	load/burden	B2	
1223	1224	die	Masse	Massen	mass/crowd	B1	
1224	1225	die	Stellung	Stellungen	position	B2	
1225	1226	das	Miteinander	—	togetherness	C1	
1226	1227	der	Rand	Ränder	edge/margin	B1	
1227	1228	das	Wunder	Wunder	miracle/wonder	A2	
1228	3215	der	Einzelne	Einzelnen	individual	UNSET	adjectivalNoun
1229	1230	das	Gold	—	gold	A2	
1230	1231	der	Soldat	Soldaten	soldier	B2	
1231	1232	der	Ausblick	Ausblicke	outlook/view	A2	
1232	1233	der	Bezirk	Bezirke	district	B1	
1233	1234	die	Unterhaltung	Unterhaltungen	conversation/entertainment	A2	
1234	1235	der	Wagen	Wagen	car/wagon	A2	
1235	1236	der	Direktor	Direktoren	director	A2	
1236	1237	die	Erfüllung	Erfüllungen	fulfilment	C1	
1237	1238	die	Ergänzung	Ergänzungen	addition/supplement	C1	
1238	1239	das	Gut	Güter	estate/good	C1	
1239	1240	der	Tourismus	—	tourism	B1	
1240	1241	das	Symbol	Symbole	symbol	A1	
1241	1242	die	Vision	Visionen	vision	B2	
1242	3227	die	Speise	Speisen	dish/food	UNSET	
1243	1244	das	Gegenteil	Gegenteile	opposite	A2	
1244	1245	die	Inklusion	Inklusionen	inclusion	C1	
1245	1246	die	Steuerung	Steuerungen	control	C1	
1246	1247	der	Dozent	Dozenten	lecturer	C1	
1247	3230	das	Finanzamt	Finanzämter	tax office	UNSET	
1248	1249	das	Boot	Boote	boat	B1	
1249	1250	das	Eis	—	ice/ice cream	A1	
1250	3231	die	Buchung	Buchungen	booking	UNSET	
1251	1252	das	Insekt	Insekten	insect	B1	
1252	1253	das	Lager	Lager	warehouse/camp	B1	
1253	1254	die	Migration	Migrationen	migration	B1	
1254	1255	der	Trick	Tricks	trick	A2	
1255	1256	der	Typ	Typen	type	B1	
1256	3232	das	Erbe	—	inheritance/heritage	UNSET	
1257	1258	das	Gesundheitswesen	—	healthcare system	C1	
1258	1259	das	Vorgehen	—	course of action	C1	
1259	1260	der	Abfall	Abfälle	waste/garbage	B1	
1260	1261	der	Beweis	Beweise	proof/evidence	B1	
1261	1262	die	Kulisse	Kulissen	backdrop/scenery	A2	
1262	1263	die	Frucht	Früchte	fruit	B1	
1263	1264	das	Gehirn	Gehirne	brain	B1	
1264	1265	das	Geschäftsmodell	Geschäftsmodelle	business model	B2	
1265	1266	der	Kuchen	Kuchen	cake	A1	
1266	1267	die	Notwendigkeit	Notwendigkeiten	necessity	B2	
1267	1268	der	Besitz	—	possession/property	B2	
1268	1269	das	Feedback	Feedbacks	feedback	A2	
1269	1270	der	Ingenieur	Ingenieure	engineer	A1	
1270	1271	die	Kreditkarte	Kreditkarten	credit card	A1	
1271	1272	die	Sorte	Sorten	type/sort	C1	
1272	3235	der	Speicher	Speicher	storage/memory	UNSET	
1273	1274	der	Kern	Kerne	core/kernel	C1	
1274	1275	die	Probe	Proben	rehearsal/sample/test	B2	
1275	1276	der	Verkäufer	Verkäufer	seller/salesperson	A1	
1276	1277	das	Abitur	Abiture	school-leaving exam	A2	
1277	3257	der	Anleger	Anleger	investor/pier	UNSET	
1278	3316	die	Redaktion	Redaktionen	editorial office	UNSET	
1279	1280	die	Rubrik	Rubriken	section/category	B2	
1280	1281	die	Seele	Seelen	soul	B2	
1281	3317	die	Substanz	Substanzen	substance	UNSET	
1282	1283	der	Anwalt	Anwälte	lawyer	B1	
1283	1284	die	Entstehung	Entstehungen	origin/creation	B2	
1284	1285	die	Flucht	Fluchten	escape/flight	B1	
1285	1286	die	Großstadt	Großstädte	city/metropolis	A2	
1286	1287	der	Zahn	Zähne	tooth	A1	
1287	1288	der	Zucker	Zucker	sugar	A1	
1288	3333	der	Antragsteller	Antragsteller	applicant	UNSET	
1289	1290	die	Aufklärung	Aufklärungen	enlightenment/clarification	B2	
1290	3341	der	Campus	Campus	campus	UNSET	
1291	3360	der	Cookie	Cookies	cookie	UNSET	
1292	1293	die	Filiale	Filialen	branch	C1	
1293	1294	das	Kabel	Kabel	cable	A2	
1294	3362	der	Landrat	Landräte	district administrator	UNSET	
1295	1296	die	Reichweite	Reichweiten	range/reach	C1	
1296	1297	der	Sensor	Sensoren	sensor	B2	
1297	1298	die	Vorlesung	Vorlesungen	lecture	A2	
1298	3364	die	Ausrichtung	Ausrichtungen	alignment/orientation	UNSET	
1299	1300	die	Kondition	Konditionen	fitness/stamina; terms/conditions	A2	
1300	1301	die	Halle	Hallen	hall	A1	
1301	1302	die	Handlung	Handlungen	action/plot	A2	
1302	1303	der	Landwirt	Landwirte	farmer	C1	
1303	1304	das	Metall	Metalle	metal	B1	
1304	1305	der	Sender	Sender	broadcaster/transmitter	B1	
1305	1306	die	Übertragung	Übertragungen	transfer/transmission/broadcast	B2	
1306	1307	der	Widerspruch	Widersprüche	contradiction/objection	A2	
1307	1308	die	Stadtverwaltung	Stadtverwaltungen	city administration	C1	
1308	1309	der	Streit	—	dispute/argument	B1	
1309	1310	der	Stress	—	stress	A1	
1310	1311	das	Menschenrecht	Menschenrechte	human right	C1	
1311	1312	der	Besitzer	Besitzer	owner	A2	
1312	3367	das	Bistum	Bistümer	diocese	UNSET	
1313	1314	die	Fotografie	Fotografien	photography	B1	
1314	3388	die	Funktionalität	Funktionalitäten	functionality	UNSET	
1315	1316	das	Kreuz	Kreuze	cross/back	B1	
1316	1317	der	Kunststoff	Kunststoffe	plastic	B1	
1317	1318	die	Messung	Messungen	measurement/reading	C1	
1318	1319	die	Show	Shows	show	B1	
1319	3390	das	Denken	—	thinking/thought	UNSET	
1320	3398	die	Finanz	Finanzen	finance	UNSET	
1321	1322	der	Reifen	Reifen	tyre	A2	
1322	1323	der	Schauspieler	Schauspieler	actor	A1	
1323	3412	die	Staffel	Staffeln	season/relay team	UNSET	
1324	1325	das	Argument	Argumente	argument	B2	
1325	1326	der	Finger	Finger	finger	A1	
1326	1327	der	Respekt	—	respect	B1	
1327	3436	der	Christ	Christen	Christian	UNSET	
1328	1329	der	Laptop	Laptops	laptop/laptop computer	A2	
1329	1330	die	Zutat	Zutaten	ingredient	A2	
1330	3438	die	Befragung	Befragungen	inquiry/survey	UNSET	
1331	1332	die	Erhöhung	Erhöhungen	increase	B1	
1332	1333	das	Forschungsprojekt	Forschungsprojekte	research project	C1	
1333	1334	die	Gegend	Gegenden	area/region	B1	
1334	1335	die	Infektion	Infektionen	infection	B1	
1335	1336	die	Kapazität	Kapazitäten	capacity	C1	
1336	1337	das	Möbel	Möbel	furniture	A1	
1337	1338	das	Phänomen	Phänomene	phenomenon	B2	
1338	1339	der	Status	Status	state/status	B1	
1339	1340	der	Tourist	Touristen	tourist	A2	
1340	1341	die	Autobahn	Autobahnen	highway/motorway	A1	
1341	1342	die	Baustelle	Baustellen	construction site	A1	
1342	1343	die	Disziplin	Disziplinen	discipline	A2	
1343	1344	das	Fazit	Fazits	conclusion	B2	
1344	1345	die	Hinsicht	Hinsichten	respect/regard	C1	
1345	1346	das	Schiff	Schiffe	ship	A1	
1346	1347	die	Steigerung	Steigerungen	increase	C1	
1347	1348	das	Original	Originale	original	B1	
1348	3460	der	Verstoß	Verstöße	violation	UNSET	
1349	1350	der	Angestellte	Angestellten	employee	A2	adjectivalNoun
1350	1351	das	Bewusstsein	—	awareness/consciousness	B2	
1351	1352	das	Vermögen	Vermögen	assets/ability	B2	
1352	1353	die	Mode	Moden	fashion	A1	
1353	1354	die	Nase	Nasen	nose	A1	
1354	1355	die	Neuerung	Neuerungen	innovation	B2	
1355	1356	die	Patientin	Patientinnen	patient	A1	
1356	1357	der	Richter	Richter	judge	B1	
1357	1358	der	Warenkorb	Warenkörbe	shopping cart	A2	
1358	3465	die	Rabatte	Rabatten	flower bed/border (garden)	UNSET	
1359	1360	das	Rennen	Rennen	race	B2	
1360	1361	die	Wurzel	Wurzeln	root	C1	
1361	1362	der	Erwerb	Erwerbe	acquisition/purchase	C1	
1362	1363	das	Flugzeug	Flugzeuge	aircraft/aeroplane	A1	
1363	1364	die	Überwachung	Überwachungen	monitoring/surveillance	C1	
1364	1365	der	Wohnraum	Wohnräume	living space/housing	B1	
1365	1366	die	Armut	—	poverty	B2	
1366	1367	das	Bier	Biere	beer	A1	
1367	3478	die	Transformation	Transformationen	transformation	UNSET	
1368	1369	die	Lücke	Lücken	gap	A2	
1369	3483	der	Papst	Päpste	pope	UNSET	
1370	4085	das	Portfolio	Portfolios	portfolio	UNSET	
1371	1372	die	Terrasse	Terrassen	patio/terrace	A1	
1372	4251	der	Versicherer	Versicherer	insurer	UNSET	
1373	4434	das	Logo	Logos	logo/logotype	UNSET	
1374	4689	die	Tiefe	Tiefen	depth	UNSET	
1375	1376	die	Verteilung	Verteilungen	distribution	B2	
1376	5498	der	Alleinerziehende	Alleinerziehenden	single parent	UNSET	adjectivalNoun
1377	1378	das	Heft	Hefte	notebook/booklet	A1	
1378	25453	der	Onlineshop	Onlineshops	online shop	UNSET	
1379	25484	das	Stadtgebiet	Stadtgebiete	urban area	UNSET	
1380	1381	der	Zoll	Zölle	customs/inch	A1	
1381	25503	der	Mietwagen	Mietwagen	rental car	UNSET	
1382	25508	der	Pfarrer	Pfarrer	pastor	UNSET	
1383	1384	die	Schrift	Schriften	writing/font/script	B1	
1384	1385	der	Sound	Sounds	sound	B1	
1385	1386	die	Urkunde	Urkunden	certificate/document	B1	
1386	1387	das	Brot	Brote	bread	A1	
1387	1388	das	Turnier	Turniere	tournament	B2	
1388	25509	die	Vereinigung	Vereinigungen	association/unification	UNSET	
1389	1390	das	Budget	Budgets	budget	B2	
1390	25524	die	Eingabe	Eingaben	input	UNSET	
1391	1392	der	Freiwillige	Freiwilligen	volunteer	A2	adjectivalNoun
1392	1393	die	Nahrung	—	food/nourishment	B2	
1393	1394	die	Breite	Breiten	width/breadth	A2	
1394	1395	die	Definition	Definitionen	definition	C1	
1395	1396	die	Lebensqualität	Lebensqualitäten	quality of life	B2	
1396	1397	der	Sportler	Sportler	athlete	A1	
1397	1398	die	Beratungsstelle	Beratungsstellen	advice centre	B1	
1398	1399	der	Jahrgang	Jahrgänge	year/vintage	C1	
1399	25533	der	Nachfolger	Nachfolger	successor	UNSET	
1400	1401	der	Sieger	Sieger	victor/winner	B1	
