row	rank	article	word	plural	english	cefrLevel	flags
17892	17402	das	Kapitalvermögen	Kapitalvermögen	capital assets	UNSET	
17893	17403	der	Karikaturist	Karikaturisten	caricaturist/cartoonist	UNSET	
17894	4225	das	Karo	Karos	diamonds	B2	
17895	17405	der	Karren	Karren	cart	UNSET	
17896	17406	das	Kartellamt	Kartellämter	competition authority/cartel office	UNSET	
17897	17407	die	Kartusche	Kartuschen	cartridge	UNSET	
17898	17408	die	Käsesorte	Käsesorten	cheese variety	UNSET	
17899	17409	die	Kastanienallee	Kastanienalleen	chestnut avenue	UNSET	
17900	17410	das	Kastell	Kastelle	fort/castle	UNSET	
17901	17411	die	Kathode	Kathoden	cathode	UNSET	
17902	17412	das	Katzenfutter	Katzenfutter	cat food	UNSET	
17903	17413	das	Katzenhaar	Katzenhaare	cat hair	UNSET	
17904	17414	der	Kaufanreiz	Kaufanreize	purchase incentive	UNSET	
17905	3243	die	Käuferin	Käuferinnen	buyer (female)	B1	
17906	17416	der	Ketchup	Ketchups	ketchup/tomato sauce	UNSET	
17907	17417	das	Kiddie	Kiddies	kiddie/kiddy	UNSET	
17908	17418	das	Kiffen	—	smoking dope	UNSET	
17909	17419	die	Kinderfreundlichkeit	—	child friendliness	UNSET	
17910	17420	der	Kinderhort	Kinderhorte	after-school care centre/daycare centre	UNSET	
17911	17421	das	Kinderleben	—	childhood/children's life	UNSET	
17912	17422	die	Kinderpornografie	—	child pornography	UNSET	
17913	17423	die	Kinderstube	Kinderstuben	upbringing/manners; (dated) nursery	UNSET	
17914	17424	das	Kindertheater	Kindertheater	children's theatre	UNSET	
17915	17425	das	Kirchenasyl	Kirchenasyle	church asylum	UNSET	
17916	17426	die	Kirchenbank	Kirchenbänke	pew	UNSET	
17917	17427	das	Kirchenbuch	Kirchenbücher	parish register	UNSET	
17918	17428	der	Kirchenvertreter	Kirchenvertreter	church representative	UNSET	
17919	17429	der	Kirschbaum	Kirschbäume	cherry tree	UNSET	
17920	17430	der	Kitaplatz	Kitaplätze	daycare place	UNSET	
17921	17431	das	Klassenbuch	Klassenbücher	class register/grade book	UNSET	
17922	17432	die	Klaviatur	Klaviaturen	musical keyboard	UNSET	
17923	17433	der	Klebestreifen	Klebestreifen	adhesive strip	UNSET	
17924	17434	die	Kleidergröße	Kleidergrößen	clothing size	UNSET	
17925	17435	die	Kleinarbeit	—	detailed work/painstaking work	UNSET	
17926	17436	der	Kleinsäuger	Kleinsäuger	small mammal	UNSET	
17927	17437	die	Kletterpflanze	Kletterpflanzen	climber/creeper/vine	UNSET	
17928	17438	der	Klingelton	Klingeltöne	ringtone	UNSET	
17929	17439	der	Klinker	Klinker	clinker	UNSET	
17930	17440	der	Klumpen	Klumpen	lump/nugget	UNSET	
17931	17441	die	Knappheit	Knappheiten	scarcity	UNSET	
17932	17442	die	Kniescheibe	Kniescheiben	kneecap/patella	UNSET	
17933	17443	das	Knistern	—	crackling/crackle	UNSET	
17934	17444	der	Knobel	Knobel	dice	UNSET	
17935	3244	der	Knödel	Knödel	dumpling	B1	
17936	17446	das	Knöllchen	Knöllchen	parking ticket/traffic ticket	UNSET	
17937	17447	das	Kochgeschirr	Kochgeschirre	cookware	UNSET	
17938	17448	das	Kochsalz	—	table salt	UNSET	
17939	17449	das	Kochwasser	—	cooking water	UNSET	
17940	17450	die	Kohärenz	—	coherence	UNSET	
17941	17451	die	Kohleverstromung	—	coal conversion into electricity	UNSET	
17942	17452	die	Kolik	Koliken	colic	UNSET	
17943	17453	das	Kollagen	Kollagene	collagen	UNSET	
17944	17454	der	Kollaps	Kollapse	collapse/fainting/syncope	UNSET	
17945	17455	der	Kollateralschaden	Kollateralschäden	collateral damage	UNSET	
17946	17456	die	Kolonialmacht	Kolonialmächte	colonial power	UNSET	
17947	17457	der	Kommanditist	Kommanditisten	limited partner	UNSET	
17948	17458	die	Komorbidität	Komorbiditäten	comorbidity	UNSET	
17949	17459	die	Kompression	Kompressionen	compression	UNSET	
17950	17460	das	Kondenswasser	—	condensation water/condensate	UNSET	
17951	17461	der	Konfliktfall	Konfliktfälle	case of conflict	UNSET	
17952	17462	die	Konformitätserklärung	Konformitätserklärungen	declaration of conformity	UNSET	
17953	17463	der	Königsweg	Königswege	royal road/silver bullet	UNSET	
17954	4653	der	Konkurrenzdruck	—	competitive pressure	C1	
17955	17465	die	Kontaktpflege	—	maintaining contacts/networking	UNSET	
17956	17466	die	Konzertreise	Konzertreisen	concert tour	UNSET	
17957	17467	die	Kopfstütze	Kopfstützen	head rest/head restraint/head support	UNSET	
17958	17468	der	Kopierschutz	Kopierschutze	copy protection	UNSET	
17959	17469	die	Körperbewegung	Körperbewegungen	body movement	UNSET	
17960	17470	das	Korsett	Korsetts	corset	UNSET	
17961	17471	die	Kostenrechnung	Kostenrechnungen	cost accounting	UNSET	
17962	17472	die	Krabbelgruppe	Krabbelgruppen	playgroup/toddler group	UNSET	
17963	17473	der	Kracher	Kracher	firecracker/banger/hit	UNSET	
17964	17474	die	Kräftigung	Kräftigungen	strengthening	UNSET	
17965	7685	die	Krankenakte	Krankenakten	medical file/medical record	B2	
17966	17476	die	Krankenhausversorgung	—	hospital care	UNSET	
17967	17477	der	Krebskranke	Krebskranken	cancer patient	UNSET	adjectivalNoun
17968	17478	die	Krebsvorsorge	Krebsvorsorgen	cancer screening	UNSET	
17969	17479	das	Kreditgeschäft	Kreditgeschäfte	lending business/credit business	UNSET	
17970	17480	die	Kreditlinie	Kreditlinien	credit line	UNSET	
17971	17481	die	Kreisklasse	Kreisklassen	district class	UNSET	
17972	17482	der	Kreuzfahrer	Kreuzfahrer	crusader	UNSET	
17973	17483	die	Kreuzigung	Kreuzigungen	crucifixion	UNSET	
17974	17484	die	Kreuzotter	Kreuzottern	European adder/adder	UNSET	
17975	17485	das	Krippenspiel	Krippenspiele	nativity play	UNSET	
17976	17486	das	Krisenjahr	Krisenjahre	crisis year	UNSET	
17977	17487	der	Kronkorken	Kronkorken	bottle cap/crown cap/crown cork	UNSET	
17978	17488	die	Kronprinzessin	Kronprinzessinnen	crown princess	UNSET	
17979	17489	der	Küchenschrank	Küchenschränke	kitchen cupboard	UNSET	
17980	17490	das	Kugelstoßen	—	shot put	UNSET	
17981	17491	das	Kühlregal	Kühlregale	chiller cabinet/refrigerated shelf	UNSET	
17982	17492	die	Kultstätte	Kultstätten	place of worship	UNSET	
17983	17493	die	Kulturanthropologie	—	cultural anthropology	UNSET	
17984	17494	der	Kulturausschuss	Kulturausschüsse	cultural committee	UNSET	
17985	17495	der	Kulturfolger	Kulturfolger	synanthrope/follower of human culture	UNSET	
17986	17496	das	Kulturland	Kulturländer	cultivated land/cultural nation	UNSET	
17987	17497	die	Kulturstätte	Kulturstätten	cultural site/heritage site	UNSET	
17988	17498	die	Kunstfreiheit	—	artistic freedom	UNSET	
17989	17499	die	Kunststoffverpackung	Kunststoffverpackungen	plastic packaging	UNSET	
17990	17500	der	Kurznachrichtendienst	Kurznachrichtendienste	short message service	UNSET	
17991	17501	das	Küsschen	Küsschen	peck	UNSET	
17992	17502	das	Küssen	—	kissing	UNSET	
17993	17503	das	Küstengewässer	Küstengewässer	coastal waters	UNSET	
17994	17504	der	Laborversuch	Laborversuche	laboratory experiment/lab test	UNSET	
17995	17505	der	Laderaum	Laderäume	hold/loading space	UNSET	
17996	17506	das	Lagerhaus	Lagerhäuser	warehouse	UNSET	
17997	17507	die	Lagerkapazität	Lagerkapazitäten	storage capacity	UNSET	
17998	17508	das	Lampenfieber	—	stage fright	UNSET	
17999	17509	die	Landbevölkerung	Landbevölkerungen	rural population	UNSET	
18000	17510	der	Landeplatz	Landeplätze	landing place/place to land	UNSET	
18001	17511	das	Landesgesundheitsamt	Landesgesundheitsämter	state health office	UNSET	
18002	17512	das	Landesinnere	—	interior of the country	UNSET	adjectivalNoun
18003	17513	der	Landesligist	Landesligisten	state-league team	UNSET	
18004	17514	das	Landleben	Landleben	country life	UNSET	
18005	17515	die	Landmarke	Landmarken	landmark	UNSET	
18006	17516	die	Landschaftsaufnahme	Landschaftsaufnahmen	landscape photograph	UNSET	
18007	17517	der	Landschaftsgarten	Landschaftsgärten	landscape garden	UNSET	
18008	17518	der	Landschaftsschutz	—	landscape protection	UNSET	
18009	17519	die	Langstrecke	Langstrecken	long distance	UNSET	
18010	17520	die	Lasche	Laschen	tab/flap/tongue (of a shoe)	UNSET	
18011	17521	die	Lateinschule	Lateinschulen	Latin school	UNSET	
18012	17522	das	Latex	Latizes	latex	UNSET	
18013	17523	das	LaTeX	—	LaTeX	UNSET	
18014	17524	die	Laube	Lauben	arbor/arbour/arcade/bower	UNSET	
18015	17525	der	Laufstall	Laufställe	playpen	UNSET	
18016	17526	die	Laufveranstaltung	Laufveranstaltungen	race event/running event	UNSET	
18017	17527	die	Lauge	Laugen	alkali/lye	UNSET	
18018	17528	das	Lazarett	Lazarette	military hospital	UNSET	
18019	17529	die	Lebenschance	Lebenschancen	opportunity in life	UNSET	
18020	17530	die	Lebensmittelallergie	Lebensmittelallergien	food allergy	UNSET	
18021	17531	die	Lebensmittelkontrolle	Lebensmittelkontrollen	food inspection/food safety control	UNSET	
18022	17532	die	Lebensphilosophie	—	life philosophy	UNSET	
18023	17533	der	Lebensrhythmus	Lebensrhythmen	life rhythm	UNSET	
18024	17534	der	Leberkrebs	Leberkrebse	liver cancer	UNSET	
18025	17535	der	Leberschaden	Leberschäden	liver damage	UNSET	
18026	17536	das	Lebkuchenherz	Lebkuchenherzen	gingerbread heart	UNSET	
18027	17537	das	Leergewicht	Leergewichte	unladen weight/empty weight	UNSET	
18028	17538	die	Leggings	Leggings	leggings	UNSET	
18029	17539	die	Lehrbuchsammlung	Lehrbuchsammlungen	coursebook collection	UNSET	
18030	17540	die	Lehrerkonferenz	Lehrerkonferenzen	teachers' conference	UNSET	
18031	17541	die	Lehrküche	Lehrküchen	teaching kitchen/training kitchen	UNSET	
18032	17542	der	Leidensweg	Leidenswege	path of suffering	UNSET	
18033	17543	die	Leistungserhebung	Leistungserhebungen	performance assessment/test	UNSET	
18034	17544	die	Leistungsphase	Leistungsphasen	service phase/performance phase	UNSET	
18035	17545	der	Leitartikel	Leitartikel	editorial/leader/leading article	UNSET	
18036	17546	die	Leite	Leiten	slope/hillside	UNSET	
18037	17547	das	Leitziel	Leitziele	guiding objective/key objective	UNSET	
18038	17548	die	Leuchtkraft	Leuchtkräfte	luminosity/luminous intensity	UNSET	
18039	17549	die	Lichtschranke	Lichtschranken	light barrier	UNSET	
18040	17550	das	Lid	Lider	eyelid	UNSET	
18041	3693	der	Liebesfilm	Liebesfilme	romantic film/romance	A2	
18042	17552	der	Liedtext	Liedtexte	lyrics	UNSET	
18043	17553	der	Lieferengpass	Lieferengpässe	supply bottleneck	UNSET	
18044	17554	die	Lindenallee	Lindenalleen	lime tree avenue	UNSET	
18045	17555	das	Lippenbekenntnis	Lippenbekenntnisse	lip service	UNSET	
18046	17556	der	Liquidator	Liquidatoren	liquidator	UNSET	
18047	17557	das	Literaturfestival	Literaturfestivals	literature festival	UNSET	
18048	17558	die	Literaturgeschichte	Literaturgeschichten	history of literature/literary history	UNSET	
18049	17559	der	Lizenzvertrag	Lizenzverträge	licence agreement	UNSET	
18050	17560	die	Luftröhre	Luftröhren	trachea/windpipe	UNSET	
18051	17561	die	Luftzufuhr	Luftzufuhren	air supply	UNSET	
18052	17562	die	Lymphdrainage	Lymphdrainagen	lymph drain/lymphatic drainage	UNSET	
18053	17563	der	Lyriker	Lyriker	poet/lyric poet	UNSET	
18054	17564	die	Ma	Mas	ma	UNSET	
18055	17565	der	Macho	Machos	macho	UNSET	
18056	17566	die	Magnolie	Magnolien	magnolia	UNSET	
18057	17567	der	Major	Majore	major	UNSET	
18058	17568	der	Malkurs	Malkurse	painting course	UNSET	
18059	17569	die	Maltechnik	Maltechniken	painting technique	UNSET	
18060	17570	die	Mangrove	Mangroven	mangrove	UNSET	
18061	17571	der	Mannschaftswettbewerb	Mannschaftswettbewerbe	team competition	UNSET	
18062	17572	das	Manual	Manuale	manual (organ keyboard)	UNSET	
18063	17573	die	Märchenwelt	Märchenwelten	fairy-tale world	UNSET	
18064	17574	die	Marienkapelle	Marienkapellen	St Mary's Chapel/Marian chapel	UNSET	
18065	17575	die	Marionette	Marionetten	marionette/puppet	UNSET	
18066	17576	der	Marstall	Marställe	royal stables	UNSET	
18067	17577	der	Massenmörder	Massenmörder	mass murderer	UNSET	
18068	17578	die	Massenvernichtungswaffe	Massenvernichtungswaffen	weapon of mass destruction	UNSET	
18069	17579	das	Mastschwein	Mastschweine	fattening pig	UNSET	
18070	17580	die	Materialität	—	materiality	UNSET	
18071	17581	das	Mausrad	Mausräder	mouse wheel	UNSET	
18072	17582	der	Median	Mediane	median	UNSET	
18073	17583	die	Mediatisierung	—	mediatisation	UNSET	
18074	17584	die	Meeresströmung	Meeresströmungen	ocean current	UNSET	
18075	17585	das	Meersalz	Meersalze	sea salt	UNSET	
18076	17586	der	Mehrheitsbeschluss	Mehrheitsbeschlüsse	majority decision	UNSET	
18077	17587	die	Mehrheitsgesellschaft	Mehrheitsgesellschaften	mainstream society/majority society	UNSET	
18078	17588	der	Meiler	Meiler	atomic pile/charcoal kiln/pile	UNSET	
18079	17589	die	Melone	Melonen	melon/bowler hat	UNSET	
18080	17590	die	Memoiren	Memoiren	memoirs	UNSET	
18081	17591	die	Menopause	Menopausen	menopause	UNSET	
18082	17592	die	Menschenkenntnis	Menschenkenntnisse	knowledge of human nature	UNSET	
18083	17593	das	Menschsein	—	being human/human existence	UNSET	
18084	17594	die	Metallindustrie	Metallindustrien	metal industry	UNSET	
18085	17595	die	Microsite	Microsites	microsite	UNSET	
18086	4654	die	Miene	Mienen	facial expression/look	C1	
18087	17597	das	Mietfahrzeug	Mietfahrzeuge	hire car/hire vehicle	UNSET	
18088	17598	der	Mikrokredit	Mikrokredite	microcredit	UNSET	
18089	17599	die	Mikroskopie	—	microscopy	UNSET	
18090	17600	der	Milchschaum	Milchschäume	milk foam	UNSET	
18091	17601	der	Militärputsch	Militärputsche	military coup/military coup d’état	UNSET	
18092	17602	das	Minispiel	Minispiele	mini game/mini-game/minigame	UNSET	
18093	17603	der	Mischfonds	Mischfonds	mixed fund	UNSET	
18094	17604	das	Mischgebiet	Mischgebiete	mixed-use area	UNSET	
18095	8844	die	Missbildung	Missbildungen	deformity/malformation	C1	
18096	17606	die	Missgunst	—	disfavour/envy/grudge	UNSET	
18097	17607	der	Missmut	—	discontent	UNSET	
18098	17608	der	Mitläufer	Mitläufer	fellow traveller/bandwagon jumper/passive collaborator	UNSET	
18099	17609	die	Mittagshitze	—	midday heat	UNSET	
18100	17610	der	Mittelfinger	Mittelfinger	middle finger	UNSET	
18101	17611	das	Mittelohr	Mittelohren	middle ear	UNSET	
18102	17612	der	Mittelsmann	Mittelsmänner	middleman/intermediary	UNSET	
18103	17613	das	Modedesign	Modedesigns	fashion design	UNSET	
18104	17614	die	Modularisierung	Modularisierungen	modularization	UNSET	
18105	17615	das	Momentum	—	momentum	UNSET	
18106	17616	die	Montageanleitung	Montageanleitungen	assembly instructions	UNSET	
18107	17617	das	Morgengrauen	—	dawn/daybreak	UNSET	
18108	17618	die	Morgenröte	—	dawn/red sky at dawn	UNSET	
18109	17619	die	Morningshow	Morningshows	morning show	UNSET	
18110	17620	der	Mörtel	Mörtel	mortar	UNSET	
18111	17621	das	Moskitonetz	Moskitonetze	mosquito net	UNSET	
18112	17622	das	Motel	Motels	motel	UNSET	
18113	17623	der	Mulch	Mulche	mulch	UNSET	
18114	17624	das	Multimeter	Multimeter	multimeter	UNSET	
18115	17625	der	Münchener	Münchener	person from Munich	UNSET	
18116	17626	der	Mürbeteig	Mürbeteige	shortcrust pastry	UNSET	
18117	17627	die	Muse	Musen	muse	UNSET	
18118	17628	der	Museumsbesucher	Museumsbesucher	museum visitor	UNSET	
18119	7686	der	Musikant	Musikanten	musician	B2	
18120	17630	die	Musikbibliothek	Musikbibliotheken	music library	UNSET	
18121	17631	der	Musiksaal	Musiksäle	music room	UNSET	
18122	17632	der	Muskelschmerz	Muskelschmerzen	muscle ache	UNSET	
18123	17633	die	Musterfeststellungsklage	Musterfeststellungsklagen	model declaratory action	UNSET	
18124	17634	das	Mutterland	Mutterländer	home country/mother country/motherland	UNSET	
18125	17635	das	Muttermal	Muttermale	birthmark/mole/nevus	UNSET	
18126	17636	der	Nachhilfeunterricht	—	private tutoring/remedial lessons	UNSET	
18127	17637	die	Nachsicht	—	leniency	UNSET	
18128	3245	die	Nachspeise	Nachspeisen	dessert/sweet	B1	
18129	17639	der	Nachtbus	Nachtbusse	night bus	UNSET	
18130	17640	die	Nachtschicht	Nachtschichten	night shift	UNSET	
18131	17641	die	Nachtwache	Nachtwachen	nightwatch	UNSET	
18132	17642	der	Nachzug	Nachzüge	subsequent arrival; family reunification (Familiennachzug); later train	UNSET	
18133	17643	der	Nährstoffgehalt	Nährstoffgehalte	nutrient content	UNSET	
18134	17644	der	Namenstag	Namenstage	name day	UNSET	
18135	17645	die	Nazizeit	—	Nazi era	UNSET	
18136	3694	der	Nebensatz	Nebensätze	dependent clause/subordinate clause	A2	
18137	17647	das	Nebenzimmer	Nebenzimmer	side room/adjoining room	UNSET	
18138	17648	der	Neigungswinkel	Neigungswinkel	angle of inclination/tilt angle	UNSET	
18139	1782	die	Nelke	Nelken	carnation/clove/pink	A1	
18140	17650	das	Netzkabel	Netzkabel	mains cable/mains lead	UNSET	
18141	17651	die	Neubildung	Neubildungen	new formation/neoplasm	UNSET	
18142	17652	die	Neuropathie	Neuropathien	neuropathy	UNSET	
18143	17653	das	Nichtgefallen	—	dislike/displeasure	UNSET	
18144	17654	der	Nichtwähler	Nichtwähler	nonvoter	UNSET	
18145	17655	die	Niederschlagung	Niederschlagungen	suppression/quashing	UNSET	
18146	17656	das	Niedrigwasser	Niedrigwasser	low tide	UNSET	
18147	17657	der	Norweger	Norweger	Norwegian	UNSET	
18148	17658	der	Notartermin	Notartermine	notary appointment	UNSET	
18149	17659	die	Notwehr	—	legitimate self-defence/self-defence	UNSET	
18150	17660	die	Nutzungsänderung	Nutzungsänderungen	change of use	UNSET	
18151	17661	die	Oberflächenbeschaffenheit	Oberflächenbeschaffenheiten	surface texture	UNSET	
18152	17662	die	Obrigkeit	Obrigkeiten	authorities/authority	UNSET	
18153	17663	die	Obsession	Obsessionen	obsession	UNSET	
18154	17664	die	Ode	Oden	ode	UNSET	
18155	17665	das	Offenland	—	open land/open countryside	UNSET	
18156	17666	der	Ohrstöpsel	Ohrstöpsel	earplug/eartip	UNSET	
18157	17667	die	Ökonomik	Ökonomiken	economics (study of)	UNSET	
18158	17668	das	Onlinemedium	Onlinemedien	online medium	UNSET	
18159	17669	das	Onlineshopping	—	online shopping	UNSET	
18160	17670	die	Opernsängerin	Opernsängerinnen	opera singer (female)	UNSET	
18161	17671	das	Opiat	Opiate	opiate	UNSET	
18162	17672	das	Optimum	Optima	optimum	UNSET	
18163	3246	die	Ordination	Ordinationen	surgery/doctor's surgery (Austrian)	B1	
18164	17674	die	Organfunktion	Organfunktionen	organ function	UNSET	
18165	17675	das	Organigramm	Organigramme	organigram/organigramme/organisation chart	UNSET	
18166	17676	die	Orgelmusik	Orgelmusiken	organ music	UNSET	
18167	17677	der	Ortswechsel	Ortswechsel	change of location	UNSET	
18168	17678	der	Os	Oser	esker/os	UNSET	
18169	17679	die	Osteopathie	Osteopathien	osteopathy	UNSET	
18170	17680	der	Ostertag	Ostertage	Easter day	UNSET	
18171	17681	das	Outing	Outings	coming out/outing	UNSET	
18172	17682	der	Overdrive	Overdrives	overdrive	UNSET	
18173	17683	das	Oxytocin	—	oxytocin	UNSET	
18174	17684	die	Pacht	Pachten	lease	UNSET	
18175	17685	das	Palladium	Palladien	palladium	UNSET	
18176	17686	der	Palmsonntag	Palmsonntage	Palm Sunday	UNSET	
18177	4655	die	Pandemie	Pandemien	pandemic	C1	
18178	17688	die	Papierindustrie	Papierindustrien	paper industry	UNSET	
18179	17689	der	Papyrus	Papyri	papyrus	UNSET	
18180	17690	der	Parkschein	Parkscheine	parking ticket (pay-and-display) / parking permit	UNSET	
18181	17691	der	Patriot	Patrioten	patriot	UNSET	
18182	4656	der	Perfektionismus	—	perfectionism	C1	
18183	17693	die	Personalausgabe	Personalausgaben	personnel expenses/staff costs	UNSET	
18184	17694	die	Personalunion	Personalunionen	personal union	UNSET	
18185	17695	die	Personalwirtschaft	—	human resources management	UNSET	
18186	17696	die	Personenkontrolle	Personenkontrollen	identity check	UNSET	
18187	17697	das	Persönlichkeitsmerkmal	Persönlichkeitsmerkmale	personality trait	UNSET	
18188	17698	das	Pesto	Pestos	pesto	UNSET	
18189	17699	der	Pfarrgemeinderat	Pfarrgemeinderäte	parish council	UNSET	
18190	17700	der	Pferdemarkt	Pferdemärkte	horse market	UNSET	
18191	17701	die	Pferderasse	Pferderassen	horse breed	UNSET	
18192	17702	das	Pferderennen	Pferderennen	horse race	UNSET	
18193	17703	der	Pfifferling	Pfifferlinge	chanterelle/girolle	UNSET	
18194	17704	der	Pflanzenfresser	Pflanzenfresser	herbivore	UNSET	
18195	17705	der	Pflanzenrest	Pflanzenreste	plant residue/plant remains	UNSET	
18196	17706	die	Pflegeanstalt	Pflegeanstalten	nursing home/care institution	UNSET	
18197	17707	das	Phosphat	Phosphate	phosphate	UNSET	
18198	17708	die	Pilzart	Pilzarten	fungal species/species of mushroom/type of mushroom	UNSET	
18199	17709	die	Piraterie	Piraterien	piracy	UNSET	
18200	7687	die	Plattenfirma	Plattenfirmen	record company	B2	
