row	rank	article	word	plural	english	cefrLevel	flags
6004	5856	der	Höhenmeter	Höhenmeter	altitude metre/elevation metres	UNSET	
6005	5857	der	Host	Hosts	host	UNSET	
6006	5858	der	Indianer	Indianer	Native American (dated, now widely considered offensive in German too)	UNSET	
6007	5859	die	Inschrift	Inschriften	inscription	UNSET	
6008	5860	das	Insolvenzverfahren	Insolvenzverfahren	insolvency proceedings	UNSET	
6009	5861	die	Intensivmedizin	—	intensive care medicine	UNSET	
6010	5862	die	Internetnutzung	Internetnutzungen	Internet usage/Internet use	UNSET	
6011	5863	der	Kapitalismus	Kapitalismen	capitalism	UNSET	
6012	5864	die	Kardiologie	—	cardiology	UNSET	
6013	5865	der	Kater	Kater	cat/hangover/tom	UNSET	
6014	5866	die	Kluft	Klüfte	cleft/fissure/gap	C1	
6015	5867	die	Kommunalpolitik	Kommunalpolitiken	local politics	UNSET	
6016	5868	die	Kontaktperson	Kontaktpersonen	contact person	UNSET	
6017	5869	die	Kontroverse	Kontroversen	controversy/dispute	UNSET	
6018	5870	das	Kürzel	Kürzel	abbreviation	C1	
6019	5871	das	KZ	KZ	concentration camp (Konzentrationslager)	UNSET	
6020	4457	der	Leihwagen	Leihwagen	rental car	C1	
6021	5873	das	Lektorat	Lektorate	proofreading/editorial office	UNSET	
6022	5874	die	Lichtquelle	Lichtquellen	light source	UNSET	
6023	4458	die	Marsch	Marschen	marsh/wetland	C1	
6024	5876	das	Mindestalter	—	minimum age	UNSET	
6025	5877	der	Mindeststandard	Mindeststandards	minimum standard	UNSET	
6026	5878	die	Neugierde	—	curiosity/inquisitiveness	C1	
6027	4459	das	Nutztier	Nutztiere	farm animal/productive livestock	C1	
6028	5880	der	Pflegeberuf	Pflegeberufe	care profession/nursing profession	UNSET	
6029	5881	die	Pflichtverletzung	Pflichtverletzungen	breach of duty	UNSET	
6030	5882	die	Plantage	Plantagen	plantation	UNSET	
6031	5883	das	Pony	Ponys	pony/pony (small horse)	UNSET	
6032	5884	das	Reptil	Reptilien	reptile	UNSET	
6033	5885	die	Sachleistung	Sachleistungen	allowance in kind	C1	
6034	5886	die	Schneide	Schneiden	edge/blade	UNSET	
6035	5887	das	Schulgelände	Schulgelände	school grounds	UNSET	
6036	5888	der	Schulranzen	Schulranzen	satchel/school bag	UNSET	
6037	5889	die	Schwingung	Schwingungen	oscillation	UNSET	
6038	5890	der	Segway	Segways	Segway	UNSET	
6039	5891	die	Spiritualität	—	spirituality	UNSET	
6040	3507	das	Sprichwort	Sprichwörter	proverb/saying	A2	
6041	5893	der	Staatsanwalt	Staatsanwälte	public prosecutor	UNSET	
6042	5894	die	Stadtgrenze	Stadtgrenzen	city boundary	UNSET	
6043	5895	der	Stadtwald	Stadtwälder	city forest	UNSET	
6044	3586	der	Steckbrief	Steckbriefe	profile	A2	
6045	5897	die	Stillzeit	Stillzeiten	lactation period	UNSET	
6046	5898	der	Studienanfänger	Studienanfänger	first-year student	UNSET	
6047	5899	der	Tagesordnungspunkt	Tagesordnungspunkte	agenda item	UNSET	
6048	5900	der	Titelverteidiger	Titelverteidiger	defending champion/titleholder	UNSET	
6049	5901	die	Treibhausgasemission	Treibhausgasemissionen	greenhouse gas emission	UNSET	
6050	5902	das	Trümmer	Trümmer	ruins	UNSET	
6051	5903	die	Tugend	Tugenden	virtue	UNSET	
6052	5904	der	Ultraschall	—	ultrasound	UNSET	
6053	3018	der	Veganer	Veganer	vegan	B1	
6054	1882	die	Verkäuferin	Verkäuferinnen	shop assistant/sales assistant (female)	A1	
6055	5907	die	Verschmelzung	Verschmelzungen	merger/fusion	UNSET	
6056	5908	die	Verunsicherung	Verunsicherungen	uncertainty	UNSET	
6057	1883	der	Volleyball	Volleybälle	volleyball	A2	
6058	5910	die	Vorrichtung	Vorrichtungen	device/rig	UNSET	
6059	851	die	Vorwahl	Vorwahlen	area code/primary election	A1	
6060	5912	die	Wärmedämmung	Wärmedämmungen	thermal insulation	UNSET	
6061	5913	die	Windkraft	—	wind energy/wind power	UNSET	
6062	3020	das	Wörterbuch	Wörterbücher	dictionary/wordbook	A1	
6063	5915	der	Zentralrat	Zentralräte	central council	UNSET	
6064	5916	die	Zusatzfunktion	Zusatzfunktionen	additional function	UNSET	
6065	5917	die	Abfolge	Abfolgen	order/sequence	UNSET	
6066	5918	der	Abnehmer	Abnehmer	buyer	UNSET	
6067	4460	die	Abwanderung	Abwanderungen	emigration	C1	
6068	5920	der	Ankauf	Ankäufe	purchase	UNSET	
6069	5921	der	Ansporn	—	incentive/inducement	UNSET	
6070	5922	die	Arbeitsunfähigkeit	Arbeitsunfähigkeiten	incapacity for work	UNSET	
6071	5923	das	Architekturbüro	Architekturbüros	architectural office	UNSET	
6072	5924	die	Aufbewahrungsfrist	Aufbewahrungsfristen	retention period	UNSET	
6073	5925	das	Aufstellen	—	erection/placement/placing	UNSET	
6074	5926	die	Ausnahmeregelung	Ausnahmeregelungen	exception rule	UNSET	
6075	5927	die	Automobilbranche	Automobilbranchen	automotive industry	UNSET	
6076	5928	der	Bauantrag	Bauanträge	building application	UNSET	
6077	5929	der	Baumstamm	Baumstämme	tree trunk	UNSET	
6078	5930	der	Bedarfsfall	Bedarfsfälle	case of need	UNSET	
6079	5931	die	Belehrung	Belehrungen	instruction	UNSET	
6080	5932	die	Bequemlichkeit	Bequemlichkeiten	comfort/laziness	B2	
6081	5933	die	Berufspraxis	—	professional practice/work experience	C1	
6082	1535	die	Betonung	Betonungen	accentuation/emphasis/stress	A1	
6083	5935	die	Bildbearbeitung	Bildbearbeitungen	image editing	UNSET	
6084	5936	die	Biotonne	Biotonnen	organic waste collection bin	UNSET	
6085	5937	das	Bistro	Bistros	bistro	UNSET	
6086	5938	der	Brei	Breie	mush/pap/porridge	UNSET	
6087	5939	die	Bündelung	Bündelungen	bundling/pooling	UNSET	
6088	5940	das	Credo	Credos	credo	UNSET	
6089	5941	das	Delikt	Delikte	crime/offence/tort	C1	
6090	5942	das	Doping	—	doping	UNSET	
6091	5943	die	Einwirkung	Einwirkungen	influence	UNSET	
6092	5944	die	Entschließung	Entschließungen	resolution	UNSET	
6093	5945	die	Festnahme	Festnahmen	apprehension/arrest	C1	
6094	4462	das	Fingerspitzengefühl	—	tact/sensitivity	B2	
6095	5947	die	Flatrate	Flatrates	flatrate	UNSET	
6096	5948	das	Flüchtlingslager	Flüchtlingslager	refugee camp	UNSET	
6097	5949	der	Fluggast	Fluggäste	air passenger	UNSET	
6098	5950	das	Flurstück	Flurstücke	land parcel	UNSET	
6099	5951	das	Fotoshooting	Fotoshootings	photo session/photo shoot	UNSET	
6100	5952	die	Gartenanlage	Gartenanlagen	garden/landscaped grounds	UNSET	
6101	5953	der	Gasthof	Gasthöfe	inn	UNSET	
6102	5954	die	Gegenüberstellung	Gegenüberstellungen	comparison/confrontation/police lineup	UNSET	
6103	5955	der	Gesamtwert	Gesamtwerte	total value	UNSET	
6104	5956	das	Ghetto	Ghettos	ghetto	UNSET	
6105	5957	das	Gitter	Gitter	grid	B2	
6106	5958	die	Grundfläche	Grundflächen	floor area	UNSET	
6107	5959	die	Habilitation	Habilitationen	habilitation	UNSET	
6108	5960	das	Heilmittel	Heilmittel	remedy	UNSET	
6109	5961	die	Hommage	Hommagen	homage	B2	
6110	5962	die	Improvisation	Improvisationen	improvisation	UNSET	
6111	5963	der	Intendant	Intendanten	artistic director/theatre manager	C1	
6112	5964	die	Internationalität	—	internationality/international character	UNSET	
6113	5965	das	Kabarett	Kabarette	cabaret	B2	
6114	5966	das	Kernstück	Kernstücke	core/centrepiece	UNSET	
6115	4108	die	Kontaktlinse	Kontaktlinsen	contact lens	B2	
6116	5968	der	Kosmos	—	cosmos	UNSET	
6117	3021	die	Kurzgeschichte	Kurzgeschichten	short story	B1	
6118	5970	der	Lebensmonat	Lebensmonate	life month	UNSET	
6119	5971	die	Leine	Leinen	cord/leash	UNSET	
6120	5972	der	Lungenkrebs	Lungenkrebse	lung cancer	UNSET	
6121	5973	der	Magnet	Magnete	magnet	UNSET	
6122	5974	das	Manko	Mankos	deficit	UNSET	
6123	5975	das	Manuskript	Manuskripte	manuscript	UNSET	
6124	5976	die	Masche	Maschen	bow/hole/mesh	UNSET	
6125	5977	der	Mehraufwand	Mehraufwände	additional effort	UNSET	
6126	4463	die	Mehrsprachigkeit	—	multilingualism	B2	
6127	5979	das	Messergebnis	Messergebnisse	measurement result	UNSET	
6128	1884	die	Nachbarin	Nachbarinnen	neighbour	A1	
6129	5981	die	Nachfolgerin	Nachfolgerinnen	successor (female)	UNSET	
6130	5982	der	Nationalspieler	Nationalspieler	national team player	UNSET	
6131	5983	der	Newcomer	Newcomer	newcomer	UNSET	
6132	5984	die	Nichtregierungsorganisation	Nichtregierungsorganisationen	non-governmental organisation	UNSET	
6133	5985	der	Niederländer	Niederländer	Dutchman/Netherlander	UNSET	
6134	5986	die	Obhut	—	care/charge/guardianship	UNSET	
6135	5987	das	Palais	Palais	palace	UNSET	
6136	5988	das	Pfand	Pfänder	deposit/forfeit/pledge	UNSET	
6137	5989	die	Pistole	Pistolen	pistol/pistole	UNSET	
6138	5990	das	Polizeipräsidium	Polizeipräsidien	police headquarters	UNSET	
6139	5991	die	Popularität	—	popularity	UNSET	
6140	5992	die	Produktbeschreibung	Produktbeschreibungen	product description	B2	
6141	5993	die	Profession	Professionen	occupation/profession/trade	UNSET	
6142	5994	der	Räuber	Räuber	brigand/predator/robber	UNSET	
6143	5995	der	Rechtsstreit	Rechtsstreite	litigation	UNSET	
6144	5996	die	Reinigungskraft	Reinigungskräfte	cleaner/cleaning operative/detergency	UNSET	
6145	5997	die	Resistenz	Resistenzen	resistance	UNSET	
6146	5998	der	Rückbau	—	demolition/dismantling	UNSET	
6147	5999	die	Sicherheitskraft	Sicherheitskräfte	security guard	UNSET	
6148	6000	das	Sieb	Siebe	sieve	C1	
6149	3022	das	Sonderangebot	Sonderangebote	special offer	B1	
6150	6002	die	Sonnenenergie	—	solar energy/solar power	UNSET	
6151	6003	die	Sozialpolitik	—	social policy	UNSET	
6152	6004	der	Spätsommer	Spätsommer	late summer	UNSET	
6153	6005	die	Speiseröhre	Speiseröhren	foodpipe/oesophagus	UNSET	
6154	4109	die	Stadtplanung	Stadtplanungen	city planning/town planning/urban planning	B2	
6155	6007	der	Stadtrundgang	Stadtrundgänge	city walking tour	UNSET	
6156	6008	das	Standardwerk	Standardwerke	standard work/reference work	UNSET	
6157	6009	die	Sternwarte	Sternwarten	observatory	UNSET	
6158	1612	der	Stollen	Stollen	(Christmas) stollen, fruit loaf/(mining) adit/(boot) stud	A1	
6159	6011	das	Süße	—	something sweet/sweets	C1	adjectivalNoun
6160	6012	der	Tagebau	Tagebaue	open-cast mining/open-pit mining/opencut mining	UNSET	
6161	6013	die	Tagesklinik	Tageskliniken	day hospital	UNSET	
6162	6014	der	Tätigkeitsbereich	Tätigkeitsbereiche	field of activity	UNSET	
6163	6015	die	Textdatei	Textdateien	flatfile/text file	UNSET	
6164	6016	die	Trinkwasserversorgung	Trinkwasserversorgungen	drinking water supply	UNSET	
6165	6017	die	Tuberkulose	Tuberkulosen	tuberculosis	UNSET	
6166	6018	der	Umwelteinfluss	Umwelteinflüsse	environmental impact	UNSET	
6167	4112	der	Unternehmensberater	Unternehmensberater	business consultant	B2	
6168	6020	die	Verhütung	Verhütungen	contraception	UNSET	
6169	6021	die	Verjährung	Verjährungen	statute of limitations/limitation period	C1	
6170	6022	die	Verkürzung	Verkürzungen	shortening	UNSET	
6171	6023	der	Verteiler	Verteiler	distributor	UNSET	
6172	6024	die	Völkerverständigung	—	understanding among nations	UNSET	
6173	6025	die	Wache	Wachen	guard/police station/sentinel	UNSET	
6174	6026	das	Wählerverzeichnis	Wählerverzeichnisse	electoral register/electoral roll	UNSET	
6175	6027	der	Warnhinweis	Warnhinweise	warning/warning label	UNSET	
6176	3024	der	Wecker	Wecker	alarm clock	B1	
6177	6029	der	Weihnachtsmann	Weihnachtsmänner	Father Christmas/Santa Claus	UNSET	
6178	3026	der	Wirt	Wirte	host/innkeeper	B1	
6179	3588	die	Wohnungstür	Wohnungstüren	apartment door/flat door	A2	
6180	6032	das	Workout	Workouts	workout	UNSET	
6181	6033	die	Zensur	Zensuren	censorship/grade/mark	B2	
6182	6034	die	Zusatzversicherung	Zusatzversicherungen	supplementary insurance/additional insurance	UNSET	
6183	6035	das	Abi	Abis	Abitur/school-leaving qualification	UNSET	
6184	6036	das	Achtelfinale	Achtelfinale	last sixteen/round of sixteen	UNSET	
6185	4113	die	Achterbahn	Achterbahnen	roller coaster/rollercoaster	B2	
6186	6038	die	Ader	Adern	vein/blood vessel	UNSET	
6187	6039	die	Akteurin	Akteurinnen	actor/participant (female)	UNSET	
6188	6040	der	Allradantrieb	Allradantriebe	all-wheel drive	UNSET	
6189	6041	der	Außenseiter	Außenseiter	outsider	B2	
6190	6042	die	Bauchspeicheldrüse	Bauchspeicheldrüsen	pancreas	UNSET	
6191	6043	das	Benehmen	—	behaviour/conduct	B2	
6192	6044	das	Besteck	Bestecke	cutlery/flatware/silverware	UNSET	
6193	6045	der	Betriebswirt	Betriebswirte	business economist/business administrator	C1	
6194	6046	der	Bewegungsablauf	Bewegungsabläufe	motion process/movement sequence	C1	
6195	6047	die	Bildungsstätte	Bildungsstätten	educational institution	UNSET	
6196	3027	der	Bildungsweg	Bildungswege	educational path	B1	
6197	6049	die	Braunkohle	Braunkohlen	brown coal/lignite	UNSET	
6198	6050	das	Bühnenbild	Bühnenbilder	stage design	UNSET	
6199	3589	der	Busfahrer	Busfahrer	bus driver	A2	
6200	6052	der	Camper	Camper	camper	UNSET	
6201	6053	der	Consultant	Consultants	consultant	UNSET	
6202	6054	das	Crowdfunding	—	crowdfunding	C1	
6203	6055	die	Dienstzeit	Dienstzeiten	working hours/length of service	UNSET	
6204	6056	die	Elektrode	Elektroden	electrode	UNSET	
6205	6057	der	Endpunkt	Endpunkte	endpoint	UNSET	
6206	6058	das	Enkelkind	Enkelkinder	grandchild	C1	
6207	3028	die	Ente	Enten	duck/(fig.) hoax, false report	B1	
6208	6060	die	Enteignung	Enteignungen	expropriation	UNSET	
6209	6061	die	Entwicklungspolitik	Entwicklungspolitiken	development policy	UNSET	
6210	4464	die	Ergonomie	Ergonomien	ergonomics	C1	
6211	6063	die	Eskalation	Eskalationen	escalation	UNSET	
6212	6064	der	Esstisch	Esstische	dining-table	UNSET	
6213	6065	die	Fahrradtour	Fahrradtouren	bicycle tour	A1	
6214	6066	der	Fahrzeugführer	Fahrzeugführer	driver	UNSET	
6215	6067	die	Fallstudie	Fallstudien	case study	UNSET	
6216	6068	die	Faustregel	Faustregeln	rule of thumb	B2	
6217	6069	die	Festanstellung	Festanstellungen	permanent position	C1	
6218	6070	der	Festsaal	Festsäle	banquet hall/festive hall	UNSET	
6219	6071	der	Festtag	Festtage	festive day	UNSET	
6220	6072	das	Forscherteam	Forscherteams	research team	UNSET	
6221	6073	der	Fragenkatalog	Fragenkataloge	questionnaire	UNSET	
6222	6074	die	Funktionsfähigkeit	—	functionality/functioning/working order	UNSET	
6223	1618	das	Gadget	Gadgets	gadget	A1	
6224	6076	das	Gastspiel	Gastspiele	guest performance	UNSET	
6225	6077	die	Geisteswissenschaft	Geisteswissenschaften	humanities	UNSET	
6226	6078	die	Gemarkung	Gemarkungen	district	UNSET	
6227	6079	die	Gemüsesorte	Gemüsesorten	vegetable variety	UNSET	
6228	6080	die	Gesamtlänge	Gesamtlängen	footage/total length	UNSET	
6229	6081	die	Geschicklichkeit	Geschicklichkeiten	dexterity	UNSET	
6230	4465	die	Gesichtserkennung	Gesichtserkennungen	facial recognition	C1	
6231	6083	das	Glossar	Glossare	glossary	UNSET	
6232	6084	der	Glühwein	Glühweine	mulled claret/mulled wine	UNSET	
6233	6085	die	Goldmedaille	Goldmedaillen	gold medal	UNSET	
6234	6087	das	Hauptziel	Hauptziele	main objective	UNSET	
6235	6088	das	Häuschen	Häuschen	cottage/hut/small house	UNSET	
6236	6089	das	Heck	Hecks	back/stern	UNSET	
6237	6090	der	Heiligabend	Heiligabende	Christmas Eve	UNSET	
6238	6091	der	Höchstbetrag	Höchstbeträge	maximum amount	UNSET	
6239	6092	die	Industrienation	Industrienationen	industrial nation	UNSET	
6240	6093	das	Jugendalter	Jugendalter	adolescence	C1	
6241	6094	der	Juwel	Juwelen	gemstone/jewel	UNSET	
6242	6095	der	Kinderspielplatz	Kinderspielplätze	child playground	UNSET	
6243	6096	der	Kirchturm	Kirchtürme	steeple	UNSET	
6244	6097	die	Klassifikation	Klassifikationen	classification	UNSET	
6245	6098	das	Kleinod	Kleinode	jewel	UNSET	
6246	6099	das	Kolleg	Kollegs	college/lecture	UNSET	
6247	3029	der	Kompass	Kompasse	compass	B1	
6248	6101	die	Kompatibilität	Kompatibilitäten	compatibility	UNSET	
6249	6102	der	Kompost	—	compost	UNSET	
6250	4115	das	Konsumverhalten	—	consumer behaviour	B2	
6251	6104	der	Krankheitsverlauf	Krankheitsverläufe	disease course	UNSET	
6252	6105	die	Kur	Kuren	spa treatment/cure	C1	
6253	6106	der	Lagerbestand	Lagerbestände	stock/inventory	UNSET	
6254	6107	die	Landrätin	Landrätinnen	district administrator (female)	UNSET	
6255	6108	der	Launch	Launches	launch	UNSET	
6256	6109	die	Lebensgemeinschaft	Lebensgemeinschaften	cohabitation/partnership	UNSET	
6257	6111	die	Lesbe	Lesben	lesbian	UNSET	
6258	3590	das	Letzte	Letzten	last one/person	A2	adjectivalNoun
6259	3591	der	Lösungsvorschlag	Lösungsvorschläge	approach/proposal for solution/proposed solution	A2	
6260	6114	die	Lüftung	Lüftungen	ventilation	UNSET	
6261	6115	der	Lymphknoten	Lymphknoten	lymph node	UNSET	
6262	6116	der	Magistrat	Magistrate	municipal authorities	UNSET	
6263	6117	die	Mailadresse	Mailadressen	mail address	UNSET	
6264	6118	die	Mandel	Mandeln	almond/shock/tonsil	UNSET	
6265	6119	die	Marge	Margen	margin	UNSET	
6266	6120	der	Medizinstudent	Medizinstudenten	medical student	UNSET	
6267	6121	das	Messverfahren	Messverfahren	measuring method/measurement procedure	UNSET	
6268	6122	das	Möbelhaus	Möbelhäuser	furniture store	UNSET	
6269	3034	die	Mülltonne	Mülltonnen	dust bin/garbage bin	A2	
6270	6124	die	Nächstenliebe	—	altruism/charity	UNSET	
6271	6125	der	Nachwuchswissenschaftler	Nachwuchswissenschaftler	early-career researcher/young scientist	UNSET	
6272	6126	der	Naturliebhaber	Naturliebhaber	nature lover	UNSET	
6273	6127	der	Niedergang	Niedergänge	companionway/decline/fall	UNSET	
6274	6128	die	Paarung	Paarungen	pairing/mating	UNSET	
6275	6129	der	Parasit	Parasiten	parasite	UNSET	
6276	6130	der	Pfeiler	Pfeiler	pillar	UNSET	
6277	6131	die	Pflanzung	Pflanzungen	planting/plantation	UNSET	
6278	6132	der	Pole	Polen	Polish man/Polish person	UNSET	
6279	6133	die	Putze	Putzen	cleaning lady (colloquial)	UNSET	
6280	6134	der	Ranger	Ranger	ranger	UNSET	
6281	6135	die	Rast	Rasten	break/rest	UNSET	
6282	6136	der	Rastplatz	Rastplätze	rest area/service area	UNSET	
6283	6137	das	Reinigen	—	cleaning	UNSET	
6284	6138	der	Rückenwind	—	following wind	UNSET	
6285	6139	das	Salzwasser	Salzwasser	saltwater	UNSET	
6286	6140	die	Scheune	Scheunen	barn	UNSET	
6287	6141	der	Schlager	Schlager	hit	UNSET	
6288	6142	das	Schöne	—	something beautiful	UNSET	adjectivalNoun
6289	6143	das	Schriftstück	Schriftstücke	document	UNSET	
6290	3038	die	Schulpflicht	Schulpflichten	compulsory schooling	B1	
6291	6145	das	Skelett	Skelette	basic structure/skeleton	UNSET	
6292	6146	der	Sockel	Sockel	base/socket	UNSET	
6293	6147	die	Sommerrodelbahn	Sommerrodelbahnen	summer toboggan run	UNSET	
6294	6148	das	Sondervermögen	Sondervermögen	special fund/special assets	UNSET	
6295	4116	der	Staatsbürger	Staatsbürger	citizen/national/subject	B2	
6296	1885	der	Stadtplan	Stadtpläne	city map	A2	
6297	6151	das	Streben	—	pursuit/striving	UNSET	
6298	6152	der	Stromspeicher	Stromspeicher	electricity storage	UNSET	
6299	6153	der	Suizid	Suizide	suicide	C1	
6300	6154	die	Supervision	Supervisionen	(professional/clinical) supervision	UNSET	
